Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2003/11/4,2003/11/4,Chinese Gamer Intl Corp,Dvlp online game software,7372,"Other Software (inq. Games)
In",Foreign,Taiwan,3083,Taiwan,Pers/Bus/Rep Svc,SINOPAC-SEC,"SinoPac Securities Corp
Barits",na,,,,,na,,,,,,4,4,4,4,100,Ord/Common Shs.,"1,454,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"1,454,000","1,454,000",,1454000,1.26,3.133,,,,TAIWN,TW0003083002,Y,No,,,,,"1,454,000","1,454,000",Taiwan,,,2003,1454000,7372,7,73
2003/11/11,2003/11/11,Compal Communications Inc,"Mnfr,whl telecommun prod",3663,"Microwave Communications
Data",Foreign,Taiwan,8078,Taiwan,Manufacturing,YUANTA-CORE,"Yuanta-Corepacific Securities
",na,,,,,na,,,,,,63,63,63,63,110,Ord/Common Shs.,"19,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"19,500,000","19,500,000",,19500000,,3.454,,,,TAIWN,TW0008078007,Y,No,,,,,"19,500,000","19,500,000",Taiwan,,,2003,19500000,3663,3,36
2003/11/19,2003/11/19,Macauto Industrial Co Ltd,"Mnfr motor vehicles,parts",3711,Primary Business not Hi-Tech,Foreign,Taiwan,9951,Taiwan,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Presi",na,,,,,na,,,,,,4,4,4,4,50,Ord/Common Shs.,"2,763,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,763,000","2,763,000",,2763000,5.322,1.571,,,,TAIWN,TW0009951004,Y,No,,,,,"2,763,000","2,763,000",Taiwan,,,2003,2763000,3711,3,37
2003/11/19,2003/11/19,Taiwan Union Technology Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,6274,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Relian",na,,,,,na,,,,,,4,4,4,4,15,Ord/Common Shs.,"9,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"9,500,000","9,500,000",,9500000,2.597,0.47,,,,TAIWN,TW0006274004,Y,No,,,,,"9,500,000","9,500,000",Taiwan,,,2003,9500000,3674,3,36
2003/11/20,2003/11/20,Taiflex Scientific Co Ltd,Mnfr copper-cladded laminate,3674,Semiconductors,Foreign,Taiwan,8039,Taiwan,Manufacturing,FUHHWA,"Fuh-Hwa Securities Finance
Pol",na,,,,,na,,,,,,5,5,5,5,39.5,Ord/Common Shs.,"4,550,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"4,550,000","4,550,000",,4550000,1.592,1.238,,,,TAIWN,TW0008039009,Y,No,,,,,"4,550,000","4,550,000",Taiwan,,,2003,4550000,3674,3,36
2003/11/26,2003/11/26,Sinotronix Technology Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8016,Taiwan,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
China",na,,,,,na,,,,,,8,8,8,8,98,Ord/Common Shs.,"2,703,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,703,000","2,703,000",,2703000,,,,,,TAIWN,,Y,No,,,,,"2,703,000","2,703,000",Taiwan,,,2003,2703000,3674,3,36
2003/11/28,2003/11/28,Formosa Petrochemical Corp,Mnfr petrochemical prod,2899,Primary Business not Hi-Tech,Foreign,Taiwan,6505,Taiwan,Manufacturing,CSCORP,"Capital Securities Corp
Hua Na",na,,,,,na,,,,,,226,226,226,226,43,Ord/Common Shs.,"179,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"179,500,000","179,500,000",,179500000,3.532,1.351,,,,TAIWN,TW0006505001,Y,No,,,,,"179,500,000","179,500,000",Taiwan,,,2003,179500000,2899,2,28
2003/12/8,2003/12/8,SCI Pharmtech Inc,Mnfr pharm ingredients,2833,Primary Business not Hi-Tech,Foreign,Taiwan,4119,Taiwan,Manufacturing,FTAI-SEC,"First Taisec Securities Inc
Or",na,,,,,na,,,,,,2,2,2,2,39,Ord/Common Shs.,"1,873,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"1,873,000","1,873,000",,1873000,1.956,1.234,,,,TAIWN,TW0004119003,Y,No,,,,,"1,873,000","1,873,000",Taiwan,,,2003,1873000,2833,2,28
2004/1/15,2004/1/15,Homenema Disk Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8087,Taiwan,Manufacturing,JIH-SUN-SEC,"Jih Sun Securities Co Ltd
Sino",na,,,,,na,,,,,,2,2,2,2,33.5,Ord/Common Shs.,"2,322,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,322,000","2,322,000",,2322000,0.342,1.037,,,,TAIWN,TW0008087008,Y,No,,,,,"2,322,000","2,322,000",Taiwan,,,2004,2322000,3674,3,36
2004/2/2,2004/2/2,Allied Material Tech Corp,Whl LCD panel filter,5065,Primary Business not Hi-Tech,Foreign,Taiwan,8017,Taiwan,Wholesale,BARSEC,"Barits Securities
IBT Securiti",na,,,,,na,,,,,,3,3,3,3,14.8,Ord/Common Shs.,"7,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"7,500,000","7,500,000",,7500000,,0.475,,,,TAIWN,TW0008017005,Y,No,,,,,"7,500,000","7,500,000",Taiwan,,,2004,7500000,5065,5,50
2004/2/8,2004/2/8,Silitech Technology Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3311,Taiwan,Manufacturing,FUBON,"Fubon Securities Co Ltd
Barits",na,,,,,na,,,,,,18,18,18,18,78,Ord/Common Shs.,"7,806,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"7,806,000","7,806,000",,7806000,0.658,2.485,,,,TAIWN,,Y,No,,,,,"7,806,000","7,806,000",Taiwan,,,2004,7806000,3674,3,36
2004/2/15,2004/2/15,Depo Auto Parts Ind Co Ltd,Mnfr automotive lamps,3647,Primary Business not Hi-Tech,Foreign,Taiwan,6605,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
First",na,,,,,na,,,,,,27,27,27,27,86,Ord/Common Shs.,"10,505,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"10,505,000","10,505,000",,10505000,2.679,2.76,,,,TAIWN,TW0006605009,Y,No,,,,,"10,505,000","10,505,000",Taiwan,,,2004,10505000,3647,3,36
2004/2/21,2004/2/21,Huikwang Corp,"Mnfr,whl pesticide prod",2879,Primary Business not Hi-Tech,Foreign,Taiwan,6508,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Relian",na,,,,,na,,,,,,10,10,10,10,33,Ord/Common Shs.,"9,896,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"9,896,000","9,896,000",,9896000,0.889,0.921,,,,TAIWN,TW0006508005,Y,No,,,,,"9,896,000","9,896,000",Taiwan,,,2004,9896000,2879,2,28
2004/2/26,2004/2/26,Howteh Technology Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3114,Taiwan,Manufacturing,FTAI-SEC,"First Taisec Securities Inc
Fu",na,,,,,na,,,,,,4,4,4,4,38,Ord/Common Shs.,"3,066,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"3,066,000","3,066,000",,3066000,0.531,1.269,,,,TAIWN,TW0003114005,Y,No,,,,,"3,066,000","3,066,000",Taiwan,,,2004,3066000,3674,3,36
2004/3/1,2004/3/1,Alltek Technology Corp,Whl commun smiconductor,5063,"Semiconductors
Other Electroni",Foreign,Taiwan,3209,Taiwan,Wholesale,GRAND-CATHAY,"Grand Cathay Securities Corp
C",na,,,,,na,,,,,,2,2,2,2,26.5,Ord/Common Shs.,"2,447,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,447,000","2,447,000",,2447000,0.726,0.885,,,,TAIWN,TW0003209003,Y,No,,,,,"2,447,000","2,447,000",Taiwan,,,2004,2447000,5063,5,50
2004/3/1,2004/3/1,St Shine Optical,Mnfr contact lenses,3851,Healthcare Services,Foreign,Taiwan,1565,Taiwan,Manufacturing,YUANTA-CORE,"Yuanta-Corepacific Securities
",na,,,,,na,,,,,,4,4,4,4,46,Ord/Common Shs.,"2,967,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,967,000","2,967,000",,2967000,25.368,1.54,,,,TAIWN,TW0001565000,Y,No,,,,,"2,967,000","2,967,000",Taiwan,,,2004,2967000,3851,3,38
2004/3/4,2004/3/4,Fu Chun Shin Mach Mnfr Co Ltd,Mnfr injection molding machine,3544,Primary Business not Hi-Tech,Foreign,Taiwan,6603,Taiwan,Manufacturing,POLASE,"Polaris Securities Ltd
First T",na,,,,,na,,,,,,3,3,3,3,18.5,Ord/Common Shs.,"4,799,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"4,799,000","4,799,000",,4799000,0.479,0.621,,,,TAIWN,TW0006603004,Y,No,,,,,"4,799,000","4,799,000",Taiwan,,,2004,4799000,3544,3,35
2004/3/11,2004/3/11,Dr. Chip Biotechnology Inc,Biotechnology company,2836,"Other Biotechnology
Research &",Foreign,Taiwan,4131,Taiwan,Manufacturing,FUBON,"Fubon Securities Co Ltd
Yuanta",na,,,,,na,,,,,,1,1,2,1,18,Ord/Common Shs.,"2,699,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,699,000","2,699,000",,2699000,0.298,0.606,,,,TAIWN,TW0004131008,Y,No,,,,,"2,699,000","2,699,000",Taiwan,,,2004,2699000,2836,2,28
2004/3/15,2004/3/15,Ace Pillar Co Ltd,Whl automatic mechatronics,5084,Primary Business not Hi-Tech,Foreign,Taiwan,8374,Taiwan,Wholesale,POLASE,Polaris Securities Ltd,na,,,,,na,,,,,,2,2,2,2,35,Ord/Common Shs.,"2,215,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,"2,215,000","2,215,000",,2215000,1.194,0.933,,,,TOTC,TW0008374000,Y,No,,,,,"2,215,000","2,215,000",Taiwan,,,2004,2215000,5084,5,50
2004/3/23,2004/3/23,Gish International Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8067,Taiwan,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Pola",na,,,,,na,,,,,,2,2,2,2,28.8,Ord/Common Shs.,"1,834,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"1,834,000","1,834,000",,1834000,0.196,0.929,,,,TAIWN,TW0008067000,Y,No,,,,,"1,834,000","1,834,000",Taiwan,,,2004,1834000,3674,3,36
2004/4/2,2004/4/2,Top Union Electronics Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,6266,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
ChinaT",na,,,,,na,,,,,,3,3,3,3,27,Ord/Common Shs.,"3,479,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"3,479,000","3,479,000",,3479000,0.461,0.787,,,,TAIWN,TW0006266000,Y,No,,,,,"3,479,000","3,479,000",Taiwan,,,2004,3479000,3674,3,36
2004/4/7,2004/4/7,Opnet Technologies Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8034,Taiwan,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
SinoPa",na,,,,,na,,,,,,3,3,3,3,24,Ord/Common Shs.,"4,419,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"4,419,000","4,419,000",,4419000,0.378,0.7,,,,TAIWN,TW0008034000,Y,No,,,,,"4,419,000","4,419,000",Taiwan,,,2004,4419000,3674,3,36
2004/5/10,2004/5/10,Astro Corp,Mnfr electric equip,3559,"Database Software/Programming
",Foreign,Taiwan,3064,Taiwan,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
IBT S",na,,,,,na,,,,,,2,2,2,2,30,Ord/Common Shs.,"2,083,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"2,083,000","2,083,000",,2083000,0.436,0.83,,,,TAIWN,TW0003064002,Y,No,,,,,"2,083,000","2,083,000",Taiwan,,,2004,2083000,3559,3,35
2004/6/18,2004/6/18,Lih Duo International Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3079,Taiwan,Manufacturing,POLASE,"Polaris Securities Ltd
Preside",na,,,,,na,,,,,,3,3,3,3,26,Ord/Common Shs.,"4,211,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"4,211,000","4,211,000",,4211000,,0.796,,,,TAIWN,,Y,No,,,,,"4,211,000","4,211,000",Taiwan,,,2004,4211000,3674,3,36
2004/6/23,2004/6/23,Optodisc Technology Corp,Mnfr storage media,3695,Primary Business not Hi-Tech,Foreign,Taiwan,3142,Taiwan,Manufacturing,INTESE,"International Securities
Presi",na,,,,,na,,,,,,28,28,28,28,55,Ord/Common Shs.,"16,300,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"16,300,000","16,300,000",,16300000,,1.565,,,,TAIWN,TW0003142006,Y,No,,,,,"16,300,000","16,300,000",Taiwan,,,2004,16300000,3695,3,36
2004/10/5,2004/10/5,Kisus Interconnect Tech Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3189,Taiwan,Manufacturing,FUBON,"Fubon Securities Co Ltd
Polari",na,,,,,na,,,,,,38,38,39,38,65,Ord/Common Shs.,"19,350,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"19,350,000","19,350,000",,19350000,2.494,,,,,TAIWN,TW0003189007,Y,No,,,,,"19,350,000","19,350,000",Taiwan,,,2004,19350000,3674,3,36
2004/10/7,2004/10/7,Lite-On IT Corp,"Mnfr,whl optical storage drive",3674,"Other Electronics
Semiconducto",Foreign,Taiwan,8008,Taiwan,Manufacturing,CSCORP,"Capital Securities Corp
Master",na,,,,,na,,,,,,50,50,51,50,66,Ord/Common Shs.,"25,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"25,000,000","25,000,000",,25000000,1.099,2.027,,,,TAIWN,TW0008008004,Y,No,,,,,"25,000,000","25,000,000",Taiwan,,,2004,25000000,3674,3,36
2004/10/27,2004/10/27,South Epitaxy Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3214,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Polari",na,,,,,na,,,,,,14,14,14,14,29,Ord/Common Shs.,"16,200,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"16,200,000","16,200,000",,16200000,,,,,,TAIWN,,Y,No,,,,,"16,200,000","16,200,000",Taiwan,,,2004,16200000,3674,3,36
2004/11/22,2004/11/22,Alpha Networks Inc,"Mnfr,whl networking prod",3577,"Other Peripherals
Modems
Telep",Foreign,Taiwan,3380,Taiwan,Manufacturing,FTAI-SEC,"First Taisec Securities Inc
Po",na,,,,,na,,,,,,21,21,21,21,27,Ord/Common Shs.,"25,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"25,000,000","25,000,000",,25000000,0.798,0.891,,,,TAIWN,,Y,No,,,,,"25,000,000","25,000,000",Taiwan,,,2004,25000000,3577,3,35
2004/11/24,2004/11/24,Yulon Nissan Motor Co Ltd,Mnfr motor vehicles,3711,Primary Business not Hi-Tech,Foreign,Taiwan,2227,Taiwan,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Chang",na,,,,,na,,,,,,49,49,49,49,80,Ord/Common Shs.,"20,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"20,000,000","20,000,000",,20000000,8.141,2.645,,,,TAIWN,,Y,No,,,,,"20,000,000","20,000,000",Taiwan,,,2004,20000000,3711,3,37
2004/12/6,2004/12/6,System General Corp,Mnfr computer peripheral equip,3577,Other Peripherals,Foreign,Taiwan,6280,Taiwan,Manufacturing,JIH-SUN-SEC,Jih Sun Securities Co Ltd,na,,,,,na,,,,,,4,4,4,4,39,Ord/Common Shs.,"3,483,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,"3,483,000","3,483,000",,3483000,,1.249,,,,TAIWN,TW0006280001,Y,No,,,,,"3,483,000","3,483,000",Taiwan,,,2004,3483000,3577,3,35
2005/1/3,2005/1/3,Kinik Co,"Mnfr,whl abrasives",3545,Primary Business not Hi-Tech,Foreign,Taiwan,1560,Taiwan,Manufacturing,YUANTA-CORE,"Yuanta-Corepacific Securities
",na,,,,,na,,,,,,12,12,12,12,60,Ord/Common Shs.,"6,260,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,6260000,6260000,                             .,6260000,3,2,,,,TAIWN,TW0001560001,Y,No,,,,,6260000,6260000,Taiwan,,,2005,6260000,3545,3,35
2005/1/4,2005/1/4,Cheertek Inc,"Mnfr,dvlp DVDs",3572,"CD Rom Drives
Disk Drives",Foreign,Taiwan,3271,Taiwan,Manufacturing,CSCORP,"Capital Securities Corp
Polari",na,,,,,na,,,,,,5,5,5,5,15,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,10000000,10000000,                             .,10000000,                             .,1,,,,TAIWN,TW0003271003,Y,No,,,,,10000000,10000000,Taiwan,,,2005,10000000,3572,3,35
2005/2/25,2005/2/25,GeoVision Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3356,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
China",na,,,,,na,,,,,,7,7,7,7,62,Ord/Common Shs.,"3,602,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3602000,3602000,                             .,3602000,1,2,,,,TAIWN,TW0003356002,Y,No,,,,,3602000,3602000,Taiwan,,,2005,3602000,3674,3,36
2005/4/20,2005/4/20,Creative Sensor Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,8249,Taiwan,Manufacturing,IBT-SEC,"IBT Securities Co Ltd
Presiden",na,,,,,na,,,,,,18,18,18,18,38,Ord/Common Shs.,"14,948,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,14948000,14948000,                             .,14948000,1,1,,,,TAIWN,TW0008249004,Y,No,,,,,14948000,14948000,Taiwan,,,2005,14948000,3674,3,36
2005/10/18,2005/10/18,Inventec Appliances Corp,"Mnfr,whl wireless telecom prod",3661,"Messaging Systems
Other Teleco",Foreign,Taiwan,3367,Taiwan,Manufacturing,YUANTA-CORE,"Yuanta-Corepacific Securities
",na,,,,,na,,,,,,64,64,64,64,108,Ord/Common Shs.,"20,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,20000000,20000000,                             .,                             .,Yes,20000000,20000000,                             .,20000000,                             .,                             .,,,,TAIWN,TW0003367009,Y,No,,,,,20000000,20000000,Taiwan,,,2005,20000000,3661,3,36
2005/12/2,2005/12/2,Genius Electn Optical Co Ltd,"Mnfr,whl optical lenses",3827,"Superconductors
Other Electron",Foreign,Taiwan,3406,Taiwan,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Taiwan",na,,,,,na,,,,,,46,46,46,46,238,Ord/Common Shs.,"6,408,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,6408000,6408000,                             .,                             .,Yes,6408000,6408000,                             .,6408000,11,15,,,,TAIWN,TW0003406005,Y,No,,,,,6408000,6408000,Taiwan,,,2005,6408000,3827,3,38
2005/12/6,2005/12/6,E-Life mall Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,6281,Taiwan,Manufacturing,MEGA-FINANCIAL,"Mega Financial Holding Co
Pola",na,,,,,na,,,,,,14,14,14,14,38,Ord/Common Shs.,"12,478,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,12478000,12478000,                             .,                             .,Yes,12478000,12478000,                             .,12478000,2,1,,,,TAIWN,TW0006281009,Y,No,,,,,12478000,12478000,Taiwan,,,2005,12478000,3674,3,36
2005/12/13,2005/12/13,Shin Zu Shing Co Ltd,"Mnfr,whl spring,hinge",3429,Semiconductors,Foreign,Taiwan,3376,Taiwan,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Oriental Sec",na,,,,,na,,,,,,15,15,15,15,83,Ord/Common Shs.,"5,886,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,5886000,5886000,                             .,                             .,Yes,5886000,5886000,                             .,5886000,3,                             .,,,,TOTC,TW0003376000,Y,No,,,,,5886000,5886000,Taiwan,,,2005,5886000,3429,3,34
2006/1/12,2006/1/12,104 Corp,Pvd online recruitment svcs,7375,Internet Services & Software,Foreign,Taiwan,3130,Taiwan,Pers/Bus/Rep Svc,FUHHWA,Fuh-Hwa Securities Finance,na,,,,,na,,,,,,11,11,11,11,95,Ord/Common Shs.,"3,582,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,3582000,3582000,                             .,3582000,5,6,,,,TAIWN,TW0003130001,Y,No,,,,,3582000,3582000,Taiwan,,,2006,3582000,7375,7,73
2006/2/27,2006/2/27,Inotera Memories Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3474,Taiwan,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
P",na,,,,,na,,,,,,202,202,202,202,33,Ord/Common Shs.,"198,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,198000000,198000000,                             .,198000000,1,1,,,,TAIWN,TW0003474003,Y,No,,,,,198000000,198000000,Taiwan,,,2006,198000000,3674,3,36
2006/3/21,2006/3/21,Nan Ya Printed Circuit Board,Mnfr printed circuit board,3672,Primary Business not Hi-Tech,Foreign,Taiwan,8046,Taiwan,Manufacturing,CSCORP,"Capital Securities Corp
Polari",na,,,,,na,,,,,,602,602,603,602,250,Ord/Common Shs.,"78,200,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,523,                             .,Yes,78200000,78200000,                             .,78200000,1,11,,,,TAIWN,TW0008046004,Y,No,,,,,78200000,78200000,Taiwan,,,2006,78200000,3672,3,36
2006/3/27,2006/3/27,Elite Advanced Laser Corp,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3450,Taiwan,Manufacturing,FUBON,"Fubon Securities Co Ltd
SinoPa",na,,,,,na,,,,,,8,8,8,8,27,Ord/Common Shs.,"9,431,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,9431000,9431000,                             .,9431000,4,1,,,,TAIWN,TW0003450003,Y,No,,,,,9431000,9431000,Taiwan,,,2006,9431000,3674,3,36
2006/10/11,2006/10/11,Innolux Display Corp,"Mnfr,whl LCDs",3679,"Other Electronics
Semiconducto",Foreign,Taiwan,3481,Taiwan,Manufacturing,FUBON,"Fubon Securities Co Ltd
Polari",na,,,,,na,,,,,,246,246,246,246,41,Ord/Common Shs.,"200,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,1,1,1,200000000,200000000,239,                             .,Yes,200000000,200000000,                             .,200000000,0,2,,,,TAIWN,TW0003481008,Y,No,,,,,200000000,200000000,Taiwan,,,2006,200000000,3679,3,36
2006/10/13,2006/10/13,Maxtek Technology Co Ltd,Trde semiconductors,3674,Semiconductors,Foreign,Taiwan,3315,Taiwan,Manufacturing,TAIWIS,"Taiwan Intl Securities Corp
Po",na,,,,,na,,,,,,9,9,9,9,38,Ord/Common Shs.,"7,847,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,7847000,7847000,                             .,7847000,1,1,,,,TAIWN,TW0003315008,Y,No,,,,,7847000,7847000,Taiwan,,,2006,7847000,3674,3,36
2006/10/26,2006/10/26,Taiwan Nano Electro-Optical,"Mnfr,whl electronic components",3674,Semiconductors,Foreign,Taiwan,6255,Taiwan,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Grand",na,,,,,na,,,,,,22,22,22,22,28,Ord/Common Shs.,"25,814,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,25814000,25814000,                             .,25814000,                             .,1,,,,TAIWN,TW0006255003,Y,No,,,,,25814000,25814000,Taiwan,,,2006,25814000,3674,3,36
2006/10/31,2006/10/31,Global Unichip Corp,Mnfr integrated circuit,3825,Primary Business not Hi-Tech,Foreign,Taiwan,3443,Taiwan,Manufacturing,MEGA-FIN-SEC,"MEGA Financial Securities Co
P",na,,,,,na,,,,,,14,14,14,14,38,Ord/Common Shs.,"11,945,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,                             .,Yes,11945000,11945000,                             .,11945000,8,2,,,,TAIWN,TW0003443008,Y,No,,,,,11945000,11945000,Taiwan,,,2006,11945000,3825,3,38
2007/7/23,2007/7/23,Davicom Semiconductor Inc,"Mnfr,whl chipsets",3674,"Semiconductors
Other Electroni",Foreign,Taiwan,3094,Taiwan,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
F",na,,,,,na,                             .,,,,                             .,15,15,15,15,56,Ord/Common Shs.,"8,742,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,8742000,8742000,,8742000,1,4,,,,TAIWN,TW0003094009,Y,No,,,,,8742000,8742000,Taiwan,,,2007,8742000,3674,3,36
2007/9/10,2007/9/10,Well Shin Technology Co Ltd,Mnfr electric cord sets,3679,"Superconductors
Semiconductors",Foreign,Taiwan,3501,Taiwan,Manufacturing,TAIWAN-SEC,"Taiwan Securities
Capital Secu",na,,,,,na,                             .,,,,                             .,24,24,24,24,80,Ord/Common Shs.,"10,013,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10013000,10013000,,10013000,2,2,,,,TAIWN,TW0003501003,Y,No,,,,,10013000,10013000,Taiwan,,,2007,10013000,3679,3,36
