Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2011/9/9,2011/4/1,Asia Electronic Material Co,"Mnfr,whl FCCL, CL",3083,Primary Business not Hi-Tech,Foreign,Taiwan,4939,Taiwan OTC,Manufacturing,CAPITAL-SEC-TH,"Capital Securities Co Ltd
Gran",0,Comb.,Comb.,,,5.134,Comb.,Comb.,,,0,3,4,3,4,17,Ord/Common Shs.,"5,695,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1,1,1,5695000,6700000,5,,Yes,5695000,5695000,,6700000,1,1,,,,TOTC,TW0004939004,Y,No,,,,,6700000,5695000,Taiwan,,,2011,5695000,3083,3,30
2011/9/16,2009/6/6,Oneness Biotech Co Ltd,Biotechnology company,2836,"Other Biotechnology
Research &",Foreign,Taiwan,4743,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Mega",0,Comb.,Comb.,,,2.591,Comb.,Comb.,,,0,7,8,7,8,20,Ord/Common Shs.,"9,648,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,9648000,9648000,,11350000,1,1,,,,TOTC,TW0004743000,Y,No,,,,,11350000,9648000,Taiwan,,,2011,9648000,2836,2,28
2011/9/21,2010/9/27,Lextar Electronics Corp,"Mnfr,whl LED prod",3679,Semiconductors,Foreign,Taiwan,3698,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
Capita",0,Comb.,Comb.,,,1.452,Comb.,Comb.,,,0,11,13,12,13,17,Ord/Common Shs.,"20,250,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,2,2,2,32300000,38000000,52,,Yes,20250000,20250000,,22500000,1,1,,,,TAIWN,TW0003698007,Y,No,,,,,22500000,20250000,Taiwan,,,2011,20250000,3679,3,36
2011/9/22,2011/8/22,Unitel High Technology Corp,"Mnfr,whl rubber prod",3069,Primary Business not Hi-Tech,Foreign,Taiwan,3642,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
SinoPa",0,Comb.,Comb.,,,7.058,Comb.,Comb.,,,0,2,3,2,3,29,Ord/Common Shs.,"2,443,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,2443000,2715000,                             .,,Yes,2443000,2443000,,2715000,1,1,,,,TOTC,TW0003642005,Y,No,,,,,2715000,2443000,Taiwan,,,2011,2443000,3069,3,30
2011/9/22,2011/5/20,ScinoPharm Taiwan Ltd,"Mnfr,whl pharmaceutical prod",2834,"General Pharmaceuticals
Medici",Foreign,Taiwan,1789,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
SinoPa",0,Comb.,Comb.,,,0.588,Comb.,Comb.,,,0,28,32,28,32,46,Ord/Common Shs.,"18,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,2,2,2,18500000,21000000,34,,Yes,18500000,18500000,,21000000,1,2,,,,TAIWN,TW0001789006,Y,No,,,,,21000000,18500000,Taiwan,,,2011,18500000,2834,2,28
2011/9/28,2011/4/8,Chime Ball Technology Co Ltd,"Mnfr,whl eletronics",3672,"Other Electronics
Printed Circ",Foreign,Taiwan,1595,Taiwan OTC,Manufacturing,CAPITAL-SEC-TH,"Capital Securities Co Ltd
Sino",0,Comb.,Comb.,,,3.392,Comb.,Comb.,,,0,5,5,5,5,52,Ord/Common Shs.,"2,835,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,2835000,3150000,                             .,,Yes,2835000,2835000,,3150000,2,2,,,,TOTC,TW0001595007,Y,No,,,,,3150000,2835000,Taiwan,,,2011,2835000,3672,3,36
2011/10/3,2011/5/5,Nishoku Technology Inc,"Mnfr,whl plastic tools,molds",2821,Primary Business not Hi-Tech,Foreign,Taiwan,3679,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
Capit",0,Comb.,Comb.,,,1.403,Comb.,Comb.,,,0,12,13,12,13,55,Ord/Common Shs.,"6,480,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,3,3,3,6480000,7200000,16,,Yes,6480000,6480000,,7200000,2,2,,,,TAIWN,TW0003679007,Y,No,,,,,7200000,6480000,Taiwan,,,2011,6480000,2821,2,28
2011/10/10,2011/8/15,HTM International Holding Ltd,"Mnfr,whl computer electn prod",3577,"Other Peripherals
Semiconducto",Foreign,Taiwan,4924,Taiwan OTC,Manufacturing,TACHONG-SEC,"Ta Chong Securities Co Ltd
Pre",0,Comb.,Comb.,,,12.245,Comb.,Comb.,,,0,3,4,3,4,28,Ord/Common Shs.,"3,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,5100000,6000000,                             .,,Yes,3500000,3500000,,4000000,0,1,,,,TOTC,KYG4642A1067,Y,No,,,,,4000000,3500000,Taiwan,,,2011,3500000,3577,3,35
2011/10/11,2011/7/27,Apex International Co Ltd,"Mnfr,whl printed circuit board",3672,"Printed Circuit Boards
Superco",Foreign,Taiwan,4927,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
Grand",0,Comb.,Comb.,,,2.737,Comb.,Comb.,,,0,7,8,7,8,28,Ord/Common Shs.,"7,830,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,7830000,7830000,,8700000,1,1,,,,TOTC,KYG0407M1033,Y,No,,,,,8700000,7830000,Taiwan,,,2011,7830000,3672,3,36
2011/10/11,2011/4/28,On-Bright Electronics Inc,Mnfr IC,3674,Semiconductors,Foreign,Taiwan,4947,Taiwan OTC,Manufacturing,CSCORP,"Capital Securities Corp
Yuanta",0,Comb.,Comb.,,,2.876,Comb.,Comb.,,,0,14,14,14,14,98,Ord/Common Shs.,"4,258,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,4258000,4258000,,4258000,7,6,Lite-On Semiconductor,,,TOTC,KYG675291002,Y,No,,,,,4258000,4258000,Taiwan,,,2011,4258000,3674,3,36
2011/10/13,2011/3/1,Taiwan Benefit Co Ltd,"Mnfr,whl prodn line equip,sys",3556,Primary Business not Hi-Tech,Foreign,Taiwan,3379,Taiwan OTC,Manufacturing,TAISHIN-SEC,"Taishin Securities Co Ltd
Paci",0,Comb.,Comb.,,,6.265,Comb.,Comb.,,,0,3,3,3,3,26,Ord/Common Shs.,"3,130,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,3129700,3682000,                             .,,Yes,3130000,3130000,,3682000,0,1,,,,TOTC,TW0003379004,Y,No,,,,,3682000,3130000,Taiwan,,,2011,3130000,3556,3,35
2011/10/25,2011/4/11,Generalplus Technology Inc,"Mnfr,whl integrated circuits",3674,"Semiconductors
Other Electroni",Foreign,Taiwan,4952,Taiwan OTC,Manufacturing,FUBON,"Fubon Securities Co Ltd
Grand",0,Comb.,Comb.,,,2.422,Comb.,Comb.,,,0,7,8,7,8,22,Ord/Common Shs.,"9,383,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,9383000,9383000,,11038000,2,1,,,,TAIWN,TW0004952007,Y,No,,,,,11038000,9383000,Taiwan,,,2011,9383000,3674,3,36
2011/11/7,2011/3/10,Turvo International Co Ltd,"Mnfr,whl mechanical machines",3369,Primary Business not Hi-Tech,Foreign,Taiwan,2233,Taiwan OTC,Manufacturing,TAISHIN-SEC,"Taishin Securities Co Ltd
Fubo",0,Comb.,Comb.,,,2.8,Comb.,Comb.,,,0,6,7,6,7,63,Ord/Common Shs.,"2,835,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,2,2,2,2835000,3335000,7,,Yes,2835000,2835000,,3335000,4,3,,,,TOTC,TW0002233004,Y,No,,,,,3335000,2835000,Taiwan,,,2011,2835000,3369,3,33
2011/11/16,2011/7/11,Medigen Biotechnology Corp,Biotechnology company,2836,"Other Biotechnology
Research &",Foreign,Taiwan,3176,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Ta Chi",0,Comb.,Comb.,,,1.962,Comb.,Comb.,,,0,8,10,9,10,23,Ord/Common Shs.,"11,079,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,11079000,11079000,,13033000,1,1,,,,TOTC,TW0003176004,Y,No,,,,,13033000,11079000,Taiwan,,,2011,11079000,2836,2,28
2011/11/22,2011/4/26,Asia Tech Image Inc,Mnfr CIS prod,3674,"Superconductors
Other Electron",Foreign,Taiwan,4974,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
S",                             .,,,,,na,,,,,                             .,3,3,3,3,23,Ord/Common Shs.,"3,950,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1,1,1,3949100,4646000,4,,Yes,3950000,3950000,,4646000,2,1,,,,TOTC,TW0004974001,Y,No,,,,,4646000,3950000,Taiwan,,,2011,3950000,3674,3,36
2011/11/22,2011/6/3,ShineMore Technology Materials,Mnfr printed circuit boards,3672,Primary Business not Hi-Tech,Foreign,Taiwan,8291,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Orie",0,Comb.,Comb.,,,6.536,Comb.,Comb.,,,0,3,3,3,3,10,Ord/Common Shs.,"7,650,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,7650000,7650000,,8944000,0,0,,,,TOTC,TW0008291006,Y,No,,,,,8944000,7650000,Taiwan,,,2011,7650000,3672,3,36
2011/11/24,2011/6/15,Coremax Corp,"Mnfr,whl chem material",2819,Primary Business not Hi-Tech,Foreign,Taiwan,4739,Taiwan OTC,Manufacturing,YUANTA-SEC-TW,"Yuanta Securities Co Ltd
Grand",0,Comb.,Comb.,,,6.192,Comb.,Comb.,,,0,3,3,3,3,23,Ord/Common Shs.,"3,511,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1,1,1,3511000,4130000,3,,Yes,3511000,3511000,,4130000,4,1,,,,TOTC,TW0004739008,Y,No,,,,,4130000,3511000,Taiwan,,,2011,3511000,2819,2,28
2011/11/25,2011/8/26,Cayman Tung Ling Co Ltd,"Mnfr,whl children's products",2369,Primary Business not Hi-Tech,Foreign,Taiwan,2924,Taiwan OTC,Manufacturing,GRAND-CATHAY,"Grand Cathay Securities Corp
K",0,Comb.,Comb.,,,8.664,Comb.,Comb.,,,0,5,6,5,6,62,Ord/Common Shs.,"2,327,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,2327000,2327000,,2737000,2,2,,,,TOTC,KYG198691092,Y,No,,,,,2737000,2327000,Taiwan,,,2011,2327000,2369,2,23
2011/11/29,2011/4/21,JP Nelson Holdings,Pvd equip leasing svcs,7359,Primary Business not Hi-Tech,Foreign,Singapore,8418,Taiwan OTC,Pers/Bus/Rep Svc,GRAND-CATHAY,"Grand Cathay Securities Corp
C",0,Comb.,Comb.,,,6.1,Comb.,Comb.,,,0,7,8,7,8,46,Ord/Common Shs.,"4,633,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,                             .,                             .,                             .,4633000,5450000,2,,Yes,4633000,4633000,,5450000,1,1,,,,TOTC,KYG520981039,Y,No,,,,,5450000,4633000,Taiwan,,,2011,4633000,7359,7,73
2011/12/5,2011/7/20,Kee Song Bio-Tech Hldg Ltd,"Own,op poultry hatcheries",2051,Primary Business not Hi-Tech,Foreign,Taiwan,1258,Taiwan OTC,Manufacturing,CAPITAL-SEC-TH,"Capital Securities Co Ltd
Hua",0,Comb.,Comb.,,,2.714,Comb.,Comb.,,,0,4,5,4,5,35,Ord/Common Shs.,"3,400,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,4000000,4000000,                             .,,Yes,3400000,3400000,,4000000,1,1,,,,TOTC,KYG522401010,Y,No,,,,,4000000,3400000,Taiwan,,,2011,3400000,2051,2,20
2011/12/5,2010/10/7,LuxNet Corp,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,4979,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Jih Su",0,Comb.,Comb.,,,7.9,Comb.,Comb.,,,0,2,2,2,2,20,Ord/Common Shs.,"3,164,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1,1,1,3163700,3722000,4,,Yes,3164000,3164000,,3722000,1,1,,,,TOTC,TW0004979000,Y,No,,,,,3722000,3164000,Taiwan,,,2011,3164000,3674,3,36
2011/12/6,2011/7/4,Redwood Group Ltd,Pvd interior design contractin,1742,Primary Business not Hi-Tech,Foreign,Singapore,8426,Taiwan OTC,Construction,GRAND-CATHAY,"Grand Cathay Securities Corp
L",0,Comb.,Comb.,,,7.222,Comb.,Comb.,,,0,6,7,6,7,50,Ord/Common Shs.,"3,600,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,                             .,                             .,                             .,3600000,4000000,                             .,,Yes,3600000,3600000,,4000000,                             .,                             .,,,,TOTC,KYG7457N1051,Y,No,,,,,4000000,3600000,Taiwan,,,2011,3600000,1742,1,17
2011/12/6,2011/10/27,WIN Semiconductors Corp,"Mnfr,whl semiconductors",3674,Semiconductors,Foreign,Taiwan,3105,Taiwan OTC,Manufacturing,CSCORP,"Capital Securities Corp
Fubon",0,Comb.,Comb.,,,1.923,Comb.,Comb.,,,0,9,10,9,10,26,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1,1,1,10000000,11680000,11,,Yes,10000000,10000000,,11680000,9,1,,,,TOTC,TW0003105003,Y,No,,,,,11680000,10000000,Taiwan,,,2011,10000000,3674,3,36
2011/12/6,2011/7/27,X-Legend Entertainment Co Ltd,Pvd software consulting svcs,8748,"Other Software (inq. Games)
Ot",Foreign,Taiwan,4994,Taiwan OTC,Pers/Bus/Rep Svc,TAISHIN-SEC,"Taishin Securities Co Ltd
Pres",0,Comb.,Comb.,,,1.37,Comb.,Comb.,,,0,12,14,12,14,155,Ord/Common Shs.,"2,354,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,2354000,2769000,                             .,,Yes,2354000,2354000,,2769000,2,6,,,,TOTC,TW0004994009,Y,No,,,,,2769000,2354000,Taiwan,,,2011,2354000,8748,8,87
2011/12/8,2011/1/13,An-Shin Food Service Co Ltd,"Own,op restaurants",5812,Primary Business not Hi-Tech,Foreign,Taiwan,1259,Taiwan OTC,Restaurant/Hotel,CSCORP,"Capital Securities Corp
Yuanta",0,Comb.,Comb.,,,0.646,Comb.,Comb.,,,0,24,29,24,29,166,Ord/Common Shs.,"4,420,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,                             .,                             .,                             .,4420000,5200000,                             .,,Yes,4420000,4420000,,5200000,3,6,,,,TOTC,TW0001259000,Y,No,,,,,5200000,4420000,Taiwan,,,2011,4420000,5812,5,58
2011/12/12,2011/10/28,Formosa Electronic Industries,Mnfr power solutions,3577,"Other Peripherals
Semiconducto",Foreign,Taiwan,8171,Taiwan OTC,Manufacturing,HUA-NAN-SEC,"Hua Nan Securities Co Ltd
Gran",0,Comb.,Comb.,,,6.309,Comb.,Comb.,,,0,3,3,3,3,24,Ord/Common Shs.,"3,330,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1,1,1,3330000,3700000,3,,Yes,3330000,3330000,,3700000,0,1,,,,TOTC,TW0008171000,Y,No,,,,,3700000,3330000,Taiwan,,,2011,3330000,3577,3,35
2011/12/21,2011/8/29,Kino Biotech Co Ltd,"Whl healthcare,beauty products",5122,Primary Business not Hi-Tech,Foreign,Singapore,4154,Taiwan OTC,Wholesale,CHINATRUST-SEC,"ChinaTrust Securities
Taishin",0,Comb.,Comb.,,,10.526,Comb.,Comb.,,,0,4,4,4,4,38,Ord/Common Shs.,"3,000,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,                             .,                             .,                             .,                             .,                             .,                             .,,Yes,3000000,3000000,,3000000,1,2,,,,TOTC,KYG527551082,Y,No,,,,,3000000,3000000,Taiwan,,,2011,3000000,5122,5,51
2012/1/2,2011/6/24,China Fineblanking Technology,"Mnfr,whl motor vehicle parts",3714,Primary Business not Hi-Tech,Foreign,Taiwan,1586,Taiwan OTC,Manufacturing,FIRST-SECURITI,"First Securities Inc
SinoPac S",0.035,Comb.,Comb.,,,5.786,Comb.,Comb.,,,0.174,3,3,3,3,19,Ord/Common Shs.,"4,671,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4671000,"4,671,000",,5190000,1.456,0.63,,,,TOTC,TW0001586006,Y,No,,,,,"5,190,000","4,671,000",Taiwan,,,2012,4671000,3714,3,37
2012/1/5,2011/7/28,SunMax Biotech Co Ltd,Mnfr biotech prod,2836,"Medicinal Chemicals
Other Biot",Foreign,Taiwan,4728,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Pacif",0.039,Comb.,Comb.,,,5.555,Comb.,Comb.,,,0.19,3,3,3,3,21,Ord/Common Shs.,"4,286,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,0.86221,0.86221,0.86221,"4,286,000","4,763,000",3.7,,Yes,4286000,"4,286,000",,4763000,0.919,1.099,,,,TOTC,TW0004728001,Y,No,,,,,"4,763,000","4,286,000",Taiwan,,,2012,4286000,2836,2,28
2012/1/6,2011/7/27,Genovate Biotechnology Co Ltd,Mnfr pharmaceuticals,2834,"General Pharmaceuticals
Other",Foreign,Taiwan,4130,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Yuant",0.017,Comb.,Comb.,,,3.965,Comb.,Comb.,,,0.171,4,5,4,5,13,Ord/Common Shs.,"9,700,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,9700000,"9,700,000",,11411000,1.162,0.709,,,,TOTC,TW0004130000,Y,No,,,,,"11,411,000","9,700,000",Taiwan,,,2012,9700000,2834,2,28
2012/2/17,2011/10/17,Star Travel Corp,Travel agency,4724,Primary Business not Hi-Tech,Foreign,Taiwan,2719,Taiwan OTC,Transportation,MASTERLINK-SEC,"Masterlink Securities Co
Fubon",0.042,Comb.,Comb.,,,5.879,Comb.,Comb.,,,0.195,3,3,3,3,21,Ord/Common Shs.,"4,050,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,4050000,"4,050,000",,4500000,0.325,2.167,Star Comgistic Capital Co Ltd,,,TOTC,TW0002719002,Y,No,,,,,"4,500,000","4,050,000",Taiwan,,,2012,4050000,4724,4,47
2012/3/7,2011/8/29,Polygreen Resources Co Ltd,"Mnfr,whl reclaimed rubber",3069,Primary Business not Hi-Tech,Foreign,Malaysia,8423,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Ta Ch",0.241,Comb.,Comb.,,,17.804,Comb.,Comb.,,,0.465,2,3,2,3,40,Ord/Common Shs.,"1,676,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,,,,,,,,Yes,1676000,"1,676,000",,1863000,0.617,1.767,,,,TOTC,KYG715991074,Y,No,,,,,"1,863,000","1,676,000",Taiwan,,,2012,1676000,3069,3,30
2012/3/14,2011/9/15,Godex International Co Ltd,"Mnfr,whl barcode printing prod",3679,Primary Business not Hi-Tech,Foreign,Taiwan,4987,Taiwan OTC,Manufacturing,CHINATRUST-SEC,"ChinaTrust Securities
First Fi",0.082,Comb.,Comb.,,,7.387,Comb.,Comb.,,,0.194,2,3,2,3,33,Ord/Common Shs.,"2,051,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2051000,"2,051,000",,2412500,2.255,1.525,,,,TOTC,TW0004987003,Y,No,,,,,"2,412,500","2,051,000",Taiwan,,,2012,2051000,3679,3,36
2012/3/16,2011/10/20,Inmax Holding Co Ltd,"Mnfr pneumatic nails,staples",3496,Primary Business not Hi-Tech,Foreign,Taiwan,1591,Taiwan OTC,Manufacturing,FIRST-SECURITI,"First Securities Inc
Hua Nan S",0.256,Comb.,Comb.,,,26.991,Comb.,Comb.,,,0.453,1,2,2,2,28,Ord/Common Shs.,"1,539,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,1539000,"1,539,000",,1710000,1.169,1.377,,,,TOTC,KYG4782L1023,Y,No,,,,,"1,710,000","1,539,000",Taiwan,,,2012,1539000,3496,3,34
2012/3/20,2011/8/30,Ant Precision Industry Co Ltd,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,3646,Taiwan OTC,Manufacturing,FIRST-SECURITI,"First Securities Inc
President",0.059,Comb.,Comb.,,,7.32,Comb.,Comb.,,,0.187,2,3,2,3,24,Ord/Common Shs.,"2,846,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,0.71098,0.71098,0.71098,"2,846,000",,2,,Yes,2846000,"2,846,000",,3348000,0.65,1.201,,,,TOTC,TW0003646006,Y,No,,,,,"3,348,000","2,846,000",Taiwan,,,2012,2846000,3674,3,36
2012/4/17,2011/3/28,YCC Parts MFG Co Ltd,"Mnfr,whl automotive components",3714,Primary Business not Hi-Tech,Foreign,Taiwan,1339,Taiwan OTC,Manufacturing,PRESIDENT-SEC,"President Securities Corp
Bank",0.033,Comb.,Comb.,,,3.328,Comb.,Comb.,,,0.187,5,6,5,6,30,Ord/Common Shs.,"5,093,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5093000,"5,093,000",,5659000,1.423,1.002,,,,TAIWN,TW0001339000,Y,No,,,,,"5,659,000","5,093,000",Taiwan,,,2012,5093000,3714,3,37
2012/4/20,2009/5/27,Ginko International Co Ltd,Mnfr contact lenses,3851,Primary Business not Hi-Tech,Foreign,Taiwan,8406,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
Fubon",0.026,Comb.,Comb.,,,0.393,Comb.,Comb.,,,0.273,60,67,60,67,198,Ord/Common Shs.,"9,000,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,,,,,,,,Yes,9000000,"9,000,000",,10000000,6.98,,,,,TOTC,KYG390101064,Y,No,,,,,"10,000,000","9,000,000",Taiwan,,,2012,9000000,3851,3,38
2012/4/20,2011/6/22,Mutto Optronics Corp,"Mnfr,whl electn prod",3629,Monitors/Terminals,Foreign,Taiwan,4950,Taiwan OTC,Manufacturing,HORIZON-SEC,"Horizon Securities Co Ltd
Jih",0.055,Comb.,Comb.,,,6.464,Comb.,Comb.,,,0.388,5,6,5,6,25,Ord/Common Shs.,"6,188,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,0.83189,0.83189,0.83189,"6,188,000","6,876,000",5.1,,Yes,6188000,"6,188,000",,6876000,0.622,0.856,,,,TOTC,TW0004950001,Y,No,,,,,"6,876,000","6,188,000",Taiwan,,,2012,6188000,3629,3,36
2012/4/23,2011/12/15,TSH Biopharm Corp Ltd,"Mnfr,whl biomedical prod",2833,"Medicinal Chemicals
Other Biot",Foreign,Taiwan,8432,Taiwan OTC,Manufacturing,MASTERLINK-SEC,"Masterlink Securities Co
Yuant",0.053,Comb.,Comb.,,,1.79,Comb.,Comb.,,,0.175,9,11,10,11,88,Ord/Common Shs.,"3,174,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,3174000,"3,174,000",,3734000,2.328,3.306,TTY Biopharm Co Ltd,,,TOTC,TW0008432006,Y,No,,,,,"3,734,000","3,174,000",Taiwan,,,2012,3174000,2833,2,28
2012/5/2,2010/8/25,DelSolar Co Ltd,"Mnfr,wholesale solar cells",3674,"Other Electronics
Semiconducto",Foreign,Taiwan,3599,Taiwan OTC,Manufacturing,KGI-SEC-TW,"KGI Securities (Taiwan)
Grand",0.011,Comb.,Comb.,,,2.197,Comb.,Comb.,,,0.18,8,9,8,9,15,Ord/Common Shs.,"15,480,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,1.8738,1.8738,1.8738,"18,000,000","20,000,000",33.7,,Yes,15480000,"15,480,000",,17200000,0.648,0.784,Delta Electronics Inc,,,TAIWN,TW0003599007,Y,No,,,,,"17,200,000","15,480,000",Taiwan,,,2012,15480000,3674,3,36
2012/5/2,2011/8/8,Glory Science Co Ltd,Mnfr optical prod,3861,Primary Business not Hi-Tech,Foreign,Taiwan,3428,Taiwan OTC,Manufacturing,GRAND-FORTUNE,"Grand Fortune Sec Co Ltd
Taish",0.045,Comb.,Comb.,,,3.772,Comb.,Comb.,,,0.197,5,5,5,5,35,Ord/Common Shs.,"3,787,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,1.24168,1.24168,1.24168,"3,785,000","4,205,000",4.7,,Yes,3787000,"3,787,000",,4208000,2.102,1.524,,,,TOTC,TW0003428009,Y,No,,,,,"4,208,000","3,787,000",Taiwan,,,2012,3787000,3861,3,38
2012/5/2,2011/8/11,Litemax Electronics Inc,Mnfr semiconductors,3674,"Semiconductors
Other Electroni",Foreign,Taiwan,4995,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
IBT Se",0.059,Comb.,Comb.,,,9.144,Comb.,Comb.,,,0.183,2,2,2,2,19,Ord/Common Shs.,"2,924,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,2924000,"2,924,000",,3440000,1.28,0.808,,,,TOTC,TW0004995006,Y,No,,,,,"3,440,000","2,924,000",Taiwan,,,2012,2924000,3674,3,36
2012/5/14,2011/5/12,Hermes Microvision Inc,"Mnfr,whl inspection tools",3559,Primary Business not Hi-Tech,Foreign,Taiwan,3658,Taiwan OTC,Manufacturing,SINOPAC-SEC,"SinoPac Securities Corp
IBT Se",0.033,Comb.,Comb.,,,0.471,Comb.,Comb.,,,0.195,36,42,36,42,208,Ord/Common Shs.,"5,100,000.0 Ord/Common Shs.",TW,Taiwan Public,TOTC,,,,,,,,Yes,5100000,"5,100,000",,6000000,43.915,10.408,,,,TOTC,TW0003658001,Y,No,,,,,"6,000,000","5,100,000",Taiwan,,,2012,5100000,3559,3,35
2012/5/25,2011/12/26,FX Hotels Group Inc,"Own,op hotels",7011,Primary Business not Hi-Tech,Foreign,China,2724,Taiwan OTC,Restaurant/Hotel,FIRST-SECURITI,"First Securities Inc
Ta Chong",0.177,Comb.,Comb.,,,7.133,Comb.,Comb.,,,0.45,6,6,6,6,74,Ord/Common Shs.,"2,289,000.0 Ord/Common Shs.",TW,Euro Public,TOTC,,,,,,,,Yes,2289000,"2,289,000",,2544000,0.143,3.063,,,,TOTC,KYG3704Y1017,Y,No,,,,,"2,544,000","2,289,000",Taiwan,,,2012,2289000,7011,7,70
